mal_id,title,title_english,title_japanese,type,episodes,status,score,rank,popularity,members,favorites,synopsis,genres,themes,demographics,studios,year,url
37878,Sanpou Shoujo,,算法少女,Movie,1.0,Finished Airing,,14187.0,20460,286,1,"An adaptation of a children's novel of the same name published in 1973. Endo Hiroko is the author, who was inspired to write the story from a tale her father told her as a child.

It follows a 13 year old girl named Aki. During a pilgrimage to Sensou-ji (a Buddhist temple located in Asakusa, Tokyo), she found a mistake in the sangaku. News spread quickly of her intellect and eventually landed upon Arima Yoriyuki, the lord of the Kurume Domain (he himself was famous for finding the rational approximation of pi). He hired Aki to become an arithmetic teacher for the region's princess, but hired others as well. In a math competition, Aki fought against other geniuses and prodigies, all for the hopes of earning a wage so that she may one day open a school for poor children so that she can teach them arithmetic as well.",,Historical,Kids,,,https://myanimelist.net/anime/37878/Sanpou_Shoujo
37881,Naniiro no Nani,What of What Color,何色の何,ONA,1.0,Finished Airing,5.89,10655.0,13668,1263,0,Short anime based on band Kuusou Iinkai's songs and written by the vocalist Ryuuichi Miura. The theme song is also done by Kuusou Iinkai.,Slice of Life,Music,,,,https://myanimelist.net/anime/37881/Naniiro_no_Nani
37884,Golden Kamuy: Barato no Youjinbou/Kaiki! Nazo no Kyodai Tori,Golden Kamuy: The Bodyguards of Barato/Terror! The Mysterious Giant Bird,ゴールデンカムイ 茨戸の用心棒 / 怪奇! 謎の巨大鳥,OVA,1.0,Finished Airing,7.25,3175.0,4411,29831,15,"The 7th Division's Private Hyakunosuke Ogata and former Shinsengumi Vice Commander Toshizou Hijikata find themselves on opposite sides of a gang war in Barato after hearing rumors of the Hidoro gang possessing an escaped prisoner's tattooed skin. With a lead to the hidden Ainu gold close at hand, the two gladly take up arms but a betrayal will force both sides to think twice before carelessly jumping the gun.

[Written by MAL Rewrite]","Action, Adventure","Adult Cast, Historical, Military",Seinen,Geno Studio,,https://myanimelist.net/anime/37884/Golden_Kamuy__Barato_no_Youjinbou_Kaiki_Nazo_no_Kyodai_Tori
37885,Super Dragon Ball Heroes,,スーパードラゴンボールヒーローズ,ONA,56.0,Finished Airing,5.75,11340.0,2592,80839,263,"In May 2018, V-Jump announced the promotional anime for Dragon Ball Heroes, a Japanese arcade and trading card game. The video game has been adapted to a Nintendo Switch port for western audiences, whilst the card game is released under the name ""Dragon Ball Super TCG"" and is combined with the other card game of the same name in japan. The anime is expected to be short and it is not expected to broadcast on TV. It has adapted the game's Prison Planet Arc, as long as the manga original arc ""Big Bang Mission"" and ""Ultra God Misson"", also fully detailed in the Heroes manga published in Saikyou Jump, although under 2 separate canons. They have never been published officially in English. The first episode debuted July 1, 2018 at Aeon Lake Town.","Action, Comedy, Fantasy",Martial Arts,Shounen,Toei Animation,,https://myanimelist.net/anime/37885/Super_Dragon_Ball_Heroes
37886,Wo Shi Jiang Xiaobai (2018),I'm Joybo OVA,我是江小白 世界上的另一个我,ONA,1.0,Finished Airing,7.03,4326.0,10704,3038,4,"Jiang Xiaobai has regained his memories, and Tong Li cannot bring herself to face him. Separately, they confront the truths left unsaid for 10 years—about the band September, to which Jiang Xiaobai and Mu Xiyu dedicated their youth; about the love triangle between Jiang Xiaobai, Mu Xiyu, and Tong Li; and about the painful circumstances that brought the trio together and ultimately led to the terrible tragedy that occurred on the day Tong Li left for America. At the end of it all, can Jiang Xiaobai and Tong Li accept the past and face the future together?

[Written by MAL Rewrite]","Drama, Romance",Love Polygon,,2:10 Animation,,https://myanimelist.net/anime/37886/Wo_Shi_Jiang_Xiaobai_2018
37887,Huan Jie Wang,Eudemon Quest,幻界王,ONA,20.0,Finished Airing,6.55,6859.0,9011,5102,15,"In the world where most of the humans of the Eudemon continent have power of Eudemon (spiritual power), the protagonist is born without spiritual power, his dream is to be the next king of Eudemon. But without having any spiritual power can you fulfill your dream? On a day before the Tian Wu exam, he crosses a spy from the Mo Wu side that was defeated in the great war of 10 years ago. This girl infiltrates the forces of Tian Wu and thus the protagonist was involved in the middle of the fight between the forces Tian Wu and Mo Wu.","Action, Adventure, Fantasy",,,,,https://myanimelist.net/anime/37887/Huan_Jie_Wang
37888,Tian Yu,Revelation,天谕,ONA,13.0,Finished Airing,5.96,10293.0,14179,1100,2,"A millennium ago, the Five Monarchs guarded the land of the Xia Dynasty with magical artifacts. Later, the leader of the Dragon Clan, Zu Long, assisted humanity by establishing the Yun Chui Empire. The Empire faces the Tranquil Ocean where the Xi and Black Water Clans have defended it throughout a peaceful millennium. Now, the waves are surging from below and chaos will rise once again.

 (Source: Mooncakes Team)","Action, Adventure, Fantasy",Mythology,,Sparkly Key Animation Studio,,https://myanimelist.net/anime/37888/Tian_Yu
37890,Oshi ga Budoukan Ittekuretara Shinu,"If My Favorite Pop Idol Made It to the Budokan, I Would Die",推しが武道館いってくれたら死ぬ,TV,12.0,Finished Airing,7.42,2319.0,3430,49026,346,"After receiving a flyer from Maina Ichii—a member of the idol group ChamJam—and seeing her perform at a local concert, Eripiyo falls in love with Maina and decides to devote her life to supporting the shy and reserved rising star. Eripiyo's charismatic presence and iconic red tracksuit soon give her recognition as Maina's one and only unrivaled fan. 

Whether it be a performance or a small fan gathering in the middle of nowhere, Eripiyo is guaranteed to be at every event Maina participates in. Not even an injury or Maina's seemingly cold attitude toward her can stop Eripiyo from pursuing her dream of seeing her beloved idol perform at the world-famous arena Budoukan.

[Written by MAL Rewrite]",Comedy,"Idols (Female), Music, Otaku Culture",Seinen,8bit,2020.0,https://myanimelist.net/anime/37890/Oshi_ga_Budoukan_Ittekuretara_Shinu
37891,Shittakaburi Kaitsuburi,Shittakaburi Kaituburi,知ったかぶりカイツブリ,Music,5.0,Finished Airing,,,22787,167,0,"A Shiga prefecture promotional anime for Lake Biwa. The Lake Biwa Otsu Prince Hotel has a mascot called Prince Nio (named after the hotel 'Prince' and 'Nio' after the port the hotel is located on). 

The mascot was also used for a local news program, real estate commercials, cheering on the local schools' sport events, and other promotional needs for the region under Biwako Broadcasting and Fujigumi's copyright stake in the mascot.

They released a series of family-friendly sing-a-long CDs and animated music video DVDs.",,Music,Kids,,,https://myanimelist.net/anime/37891/Shittakaburi_Kaitsuburi
37892,Shigutsman,Shigutsman,滋賀ッツマン,OVA,1.0,Finished Airing,,14485.0,21767,214,0,"A Shiga prefecture promotional anime. It stars a superhero named Shigutsman, a portmanteau of ""shiga"" prefecture, ""guts,"" and ""man"" who lives in Shiga prefecture with other superheroes. Because there is so much peace, the superheroes don't have much to do besides go to community center meetings.",,Super Power,Kids,,,https://myanimelist.net/anime/37892/Shigutsman
37893,Yami Shibai 6,Theatre of Darkness: Yamishibai 6,闇芝居 6期,TV,13.0,Finished Airing,6.21,8910.0,4896,23421,6,"Late at night, in a clearing within a dark fog-filled forest, there sits a kamishibai storyboard. A visitor approaches, and suddenly, the fog recedes. A shape begins to take form beside the board—this figure is the masked Storyteller, who once again starts to spin tales of horror and despair.

The events described in these macabre tales might happen to anyone, even your neighbors or friends: a group of girls bully one of their members in a cave, only to find themselves the victims of a dark presence; a boy with scopophobia moves to the countryside, but he still cannot escape the eyes of others; a man has a window that won't stay closed, and is the recipient of strange phone calls; and a salaryman steals an umbrella on a rainy day, but this seemingly insignificant act leads to consequences he never expected. Visitors may enjoy the Storyteller's offerings, but they should also be vigilant so that they don't wind up as the subjects of his next story.

[Written by MAL Rewrite]","Avant Garde, Horror, Supernatural",,,"ILCA, DRAWIZ",2018.0,https://myanimelist.net/anime/37893/Yami_Shibai_6
37894,Ling Yu 4th Season,,灵域 第四季,ONA,12.0,Finished Airing,6.64,6321.0,12218,1947,1,,Fantasy,,,Haoliners Animation League,,https://myanimelist.net/anime/37894/Ling_Yu_4th_Season
37895,Ling Yu 5th Season,,灵域 第五季,ONA,12.0,Finished Airing,6.58,6689.0,12463,1786,1,,Fantasy,,,Haoliners Animation League,,https://myanimelist.net/anime/37895/Ling_Yu_5th_Season
37896,Ling Yu 6th Season,,灵域 追忆篇,ONA,12.0,Finished Airing,6.01,10024.0,12628,1698,1,,Fantasy,,,Foch Film,,https://myanimelist.net/anime/37896/Ling_Yu_6th_Season
37897,Godzilla 3: Hoshi wo Kuu Mono,Godzilla: The Planet Eater,GODZILLA 星を喰う者,Movie,1.0,Finished Airing,6.24,8735.0,4027,36122,35,"With the defeat of the Bilusaludo's nanometal city, the destruction of humanity seems inevitable. Worse yet, Captain Haruo Sakaki's refusal to sacrifice his humanity has come under fire from the remaining Bilusaludo troops, who blame him for their defeat. In their darkest moment, the few surviving humans turn to the religion of the Exifs, which promises that devotion is the path to salvation from Godzilla.

However, the Exif are not what they seem. As the survivors become more and more zealous in their devotion, Sasaki wonders what exactly the priest Metphies is hiding—especially regarding his relationship with the monster known as Ghidorah.

[Written by MAL Rewrite]","Action, Adventure, Sci-Fi",,,Polygon Pictures,,https://myanimelist.net/anime/37897/Godzilla_3__Hoshi_wo_Kuu_Mono
37902,One Piece: Episode of Sorajima,One Piece: Episode of Skypiea,ONE PIECE エピソードオブ空島,TV Special,1.0,Finished Airing,7.18,3529.0,4197,33480,25,"The Straw Hats embark on a dangerous trip to the sky where their destination comes straight out of a fairytale. The island of Skypiea and its grand city of gold await among the clouds, but a clash of winged clans and a man who calls himself God won’t make things easy! Only Luffy can resist this God’s mighty power and light the mysteries of the past.

(Source: Funimation)","Action, Adventure, Fantasy",,Shounen,Toei Animation,,https://myanimelist.net/anime/37902/One_Piece__Episode_of_Sorajima
37904,Meshinuma.,,めしぬま。,ONA,20.0,Finished Airing,,20447.0,13495,1320,5,,"Gourmet, Slice of Life",,Seinen,"Grom, Aurum Production",,https://myanimelist.net/anime/37904/Meshinuma
37906,Gaikan Chiba,Gaikan Chiba,GAIKAN CHIBA,PV,1.0,Finished Airing,5.65,,17974,455,0,Promotional anime for Tokyo Outer Ring Road (GAIKAN).,Drama,,,,,https://myanimelist.net/anime/37906/Gaikan_Chiba
37908,Senjou no Valkyria Special,,戦場のヴァルキュリア Valkyria Chronicles,Special,1.0,Finished Airing,5.57,12101.0,12485,1773,0,Fake movie promo video. Included in the DVD volume 9.,Comedy,,,A-1 Pictures,,https://myanimelist.net/anime/37908/Senjou_no_Valkyria_Special
37910,Code:Realize - Sousei no Himegimi - Set a Thief to Catch a Thief,Code:Realize ~Guardian of Rebirth~ Set a thief to catch a thief,Code:Realize ~創世の姫君~,OVA,1.0,Finished Airing,6.77,5578.0,6890,10001,16,"It has been a month since London was struck with tragedy, and a ceremony symbolizing peace and restoration will soon be held. In light of these events, Arsène Lupin plans to throw a party for Cardia Beckford to honor the fulfillment of her wish. Lupin sets out on a search for the perfect gift to offer her; however, he finds himself caught up in the theft of a valuable jewel, and he is framed and believed to be the culprit. With Lupin locked behind bars, his friends work along with Cardia and an unexpected ally to clear Lupin's name and find the real perpetrators behind the heist. 

[Written by MAL Rewrite]","Fantasy, Romance","Historical, Reverse Harem",Josei,M.S.C,,https://myanimelist.net/anime/37910/Code_Realize_-_Sousei_no_Himegimi_-_Set_a_Thief_to_Catch_a_Thief
37914,Chikyuugai Shounen Shoujo,The Orbital Children,地球外少年少女,ONA,6.0,Finished Airing,6.82,5287.0,3739,42178,132,"In the year 2045, Internet and artificial intelligence have become widespread in the outer space. Following a massive accident at a space station, a group of children are left behind. Using narrowband and SNS, low intelligence AI, and smartphone-controlled drones, they overcome numerous crises.

(Source: MAL News)",Sci-Fi,Space,,Production +h.,,https://myanimelist.net/anime/37914/Chikyuugai_Shounen_Shoujo
37915,Uchuu no Hou: Reimei-hen,The Laws of the Universe: Part 1,宇宙の法-黎明編-,Movie,1.0,Finished Airing,5.26,13009.0,11911,2123,3,"University students, Ray, Anna, Tyler, Halle, and Eisuke are enjoying college life and pursuing their dreams, but in reality, They have a secret mission, to fight against invading Reptilians from outer space. One day, Ray travels back in time to 330 million years ago on Earth, to find his missing friend Tyler who has fallen into a trap set by the evil alien, Dahar. During that time, Alpha, the God of the Earth, was planning to create a new civilization on Earth and invited Queen Zamza and her fellow Reptilian from the planet Zeta, to Earth.

What is the intention of Dahar? What will happen to Ray and Tyler?

And what is “the plan of the God of the Earth""?

(Source: Eleven Arts)",Sci-Fi,Space,,HS Pictures Studio,,https://myanimelist.net/anime/37915/Uchuu_no_Hou__Reimei-hen
37916,Uma Musume: Pretty Derby - BNW no Chikai,,ウマ娘 プリティーダービー BNWの誓い,Special,3.0,Finished Airing,7.12,3848.0,5587,16836,19,Special episodes included with the fourth volume of Uma Musume: Pretty Derby Blu-ray release.,Sports,"Anthropomorphic, Racing",,P.A. Works,,https://myanimelist.net/anime/37916/Uma_Musume__Pretty_Derby_-_BNW_no_Chikai
37920,Ueno-san wa Bukiyou,"How clumsy you are, Miss Ueno.",上野さんは不器用,TV,12.0,Finished Airing,6.55,6842.0,1894,127933,203,"As the head of her middle school's science club, it's only fitting that Ueno is also a brilliant inventor. With devices that can convert any liquid into drinkable water, deodorize the most foul smells, or even generate dark matter to be used as a means of concealment, it seems like nothing is beyond Ueno's capabilities. However, she doesn't invent these devices for the advancement of mankind. Rather, the one force that motivates her is love, the only phenomenon she can't quite figure out.

Ueno is head over heels for Tanaka, her nonchalant fellow club member. Yet, because she is too nervous to confess her love and he is too oblivious to notice her affection, her love life is completely stagnant. In Ueno's mind, if she could just expose him to perverted situations, then surely he'd get flustered and fall for her, right? Assisted by her stone-faced classmate and dedicated wingwoman Yamashita, Ueno employs her many inventions on Tanaka in a lewd manner in hopes that he may one day understand how she feels.

[Written by MAL Rewrite]","Comedy, Romance","Love Status Quo, School",Seinen,Lesprit,2019.0,https://myanimelist.net/anime/37920/Ueno-san_wa_Bukiyou
37921,ReLIFE: Kanketsu-hen Specials,,社外秘 リライフ研究所 サポート課,Special,2.0,Finished Airing,6.92,4791.0,4654,26654,26,Two specials of ReLIFE: Kanketsu-hen released on mobile and later included on Blu-ray/DVD volume.,Slice of Life,,,TMS Entertainment,,https://myanimelist.net/anime/37921/ReLIFE__Kanketsu-hen_Specials
37922,Seikaisuru Kado: Beyond Information,KADO: The Right Answer – Beyond Information,正解するカド12.5話 KADO: Beyond Information,ONA,1.0,Finished Airing,6.09,9538.0,10913,2861,4,"Recap episode of Seikaisuru Kado, also known as Episode 12.5.",Sci-Fi,Adult Cast,,Toei Animation,,https://myanimelist.net/anime/37922/Seikaisuru_Kado__Beyond_Information
37923,Baa-cha no Kingyo,A Grandma's Goldfish,婆ちゃの金魚,Movie,1.0,Finished Airing,6.25,8691.0,13129,1460,1,"Short animation by Kaori Iwase.

The story follows an old lady that is very fond of her gold fish and the dream she has revolving it. She recalls an event in her younger years as a child and the reason behind her love for gold fishes.

(Source: AniDB)",Slice of Life,,,,,https://myanimelist.net/anime/37923/Baa-cha_no_Kingyo
37924,Ani ni Tsukeru Kusuri wa Nai! 2,,兄に付ける薬はない! 2,TV,24.0,Finished Airing,7.72,1243.0,3236,54281,92,"As always, Shi Miao is tired of her brother's ridiculous antics, and Shi Fen can only hope to escape the clutches of his violent sister. With their friends and classmates in tow, the two continue their dysfunctional relationship as reluctant but devoted siblings.

[Written by MAL Rewrite]",Comedy,School,,"Fanworks, Imagineer",2018.0,https://myanimelist.net/anime/37924/Ani_ni_Tsukeru_Kusuri_wa_Nai_2
37926,Nakanohito Genome [Jikkyouchuu],The Ones Within,ナカノヒトゲノム【実況中】,TV,12.0,Finished Airing,6.86,5086.0,1750,140755,603,"Iride Akatsuki has unlocked hidden content in the game he's playing, 'Nakanohito Genome,' and it turns out that this content is a real-life game!

He soon wakes up to find that he has been kidnapped and taken to a strange place, along with a number of other teammates. Each of them specializes in a certain sort of game, like cultivation games, fighting games, puzzle games, etc.

A llama-headed 'teacher' gathers them after level 1 is cleared to explain how the game will proceed.

Will this group of gamers succeed, and make it back to their real lives?

(Source: MangaHelpers)","Adventure, Drama, Mystery",Video Game,,SILVER LINK.,2019.0,https://myanimelist.net/anime/37926/Nakanohito_Genome_Jikkyouchuu
37927,Nusheng Sushe Richang,Girls Dorm,女生宿舍日常,ONA,12.0,Finished Airing,,21005.0,18179,439,0,"""Girls' Dorm Daily"" takes place in a unique college dorm and revolves around four girls from different family backgrounds and with different understandings and pursuits of college life. It is a story full of joy and youth.

(Source: Academy of Arts &amp; Design, Tsinghua University)",Comedy,School,,Yudubai Animation,,https://myanimelist.net/anime/37927/Nusheng_Sushe_Richang
37928,Mu Wang Zhi Wang: Han Tie Dou,Great King of the Grave: Cold Iron Fight,墓王之王 寒铁斗,ONA,21.0,Finished Airing,6.65,6256.0,14959,886,2,,"Action, Mystery, Romance","Historical, Martial Arts",,BUILD DREAM,,https://myanimelist.net/anime/37928/Mu_Wang_Zhi_Wang__Han_Tie_Dou
37929,Mandamgangho,,만담강호,Movie,1.0,Finished Airing,,20252.0,21215,245,0,,Comedy,,,,,https://myanimelist.net/anime/37929/Mandamgangho
37930,Sketch,Sketch,スケッチ,ONA,1.0,Finished Airing,5.71,11539.0,17561,490,0,A web commercial Tekken created for DOCOMO's Galaxy Note phone.,,Music,,,,https://myanimelist.net/anime/37930/Sketch
37931,I-O Data x Taka no Tsume,,I-O DATA×鷹の爪,ONA,1.0,Finished Airing,5.32,12851.0,17546,492,0,"A collaboration between the Eagle Talon franchise and I-O Data (a Japanese computer peripheral manufacturer), primarily promoting the latter's IPv6 products.",Comedy,"Parody, Super Power",,,,https://myanimelist.net/anime/37931/I-O_Data_x_Taka_no_Tsume
37932,Quanzhi Gaoshou 2,The King's Avatar 2,全职高手2,ONA,12.0,Finished Airing,7.91,808.0,1909,126531,566,"The ""Unspecialized"" character Lord Grim is infamous in the 10th server of the popular online game Glory. His reputation alone is enough to draw many curious players to his newly formed Guild Happy. Other competing guilds have enough to worry about with some of their own members abandoning them for Happy. However, they are also concerned by rumors that the person behind Lord Grim is really the retired professional gamer and ""Glory Textbook"" Ye Qiu, whom they have little chance of opposing. 

Unsure of the truth, the powerhouse guilds attempt to suppress Lord Grim's growing influence, harboring differing motives for doing so. But regardless of what obstacles he faces, Lord Grim is determined to break into the cross-server of Glory—the Heavenly Domain—where characters, including himself, can reach even greater levels. There, he hopes to round out the team of rookies who will fight alongside him in the Challenger League, which would be only their first step toward the coveted Glory Championship.

[Written by MAL Rewrite]",Action,Video Game,,Colored Pencil Animation,,https://myanimelist.net/anime/37932/Quanzhi_Gaoshou_2
37933,Mahou Shoujo Lyrical Nanoha A's Picture Drama,,魔法少女リリカルなのは エース ピクチャードラマ 医療少女メディカルシャマル セカンドコース,Special,1.0,Finished Airing,5.81,11047.0,12854,1584,1,"A picture drama released on the BD Box Set of Mahou Shoujo Lyrical Nanoha A's. Subaru, Teana, Vivio host a radio show promoting their own BD Box Sets. This episode is the continuation of the Iryou Shoujo Medical Shamal picture drama episode that was included on the Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's BD release.",Comedy,Parody,,,,https://myanimelist.net/anime/37933/Mahou_Shoujo_Lyrical_Nanoha_As_Picture_Drama
37934,Mahou Shoujo Lyrical Nanoha StrikerS Picture Drama,,魔法少女リリカルなのはStrikerS ピクチャードラマ ミッドチルダ学園へようこそ！,Special,1.0,Finished Airing,5.68,11658.0,12957,1534,1,"A picture drama released on the BD Box Set of Mahou Shoujo Lyrical Nanoha StrikerS. Subaru, Teana, Vivio host a radio show promoting their own BD Box Sets. They look at a hypothetical Midchilda Academy with all the core cast is present be it as students or as teachers.",Comedy,"Parody, School",,,,https://myanimelist.net/anime/37934/Mahou_Shoujo_Lyrical_Nanoha_StrikerS_Picture_Drama
37936,Wu Shan Wu Xing (2020),Fog Hill of Five Elements,雾山五行,ONA,3.0,Finished Airing,7.86,915.0,2836,69679,462,"A legend tells that a long time ago, monsters could give the ability to certain elected officials to master the five elements. But for that, you have to go through the dangerous foggy mountains...

We follow the adventures of one of these elected officials.

(Source: Nautiljon)","Action, Fantasy","Historical, Martial Arts",,Samsara Animation Studio,,https://myanimelist.net/anime/37936/Wu_Shan_Wu_Xing_2020
37937,Wan Jie Xian Zong,The Wonderland of Ten Thousands,万界仙踪,ONA,40.0,Finished Airing,7.28,2996.0,8913,5253,34,"Ye Xingyu'’s master Yu Huanxian went and left a giant Tianyuan Shenzong. Ye Xingyun became the new leader of the Tianyuan Shenzong. At the same time, the civet cat exchanged Prince Edward’s method and became a child of a small family, hidden in it, waiting for revenge. Opportunity. Ye Xingyun embarked on a very dangerous road, but with his own strategy, and Tianyuan Shenzong masters of all the help of experts, vertical and horizontal tactics, strategizing, against the huge Grand Dynasty. 

(Sorce: Anilist)","Action, Adventure, Fantasy, Romance","Historical, Martial Arts, Mythology",,Ruo Hong Culture,,https://myanimelist.net/anime/37937/Wan_Jie_Xian_Zong
37938,Hua Jianghu: Huan Shi Men Sheng,,画江湖之换世门生,ONA,20.0,Finished Airing,6.45,7476.0,12652,1684,8,"Nian Yangxiao, came from a parallel world to save his true love who was killed in another dimension. He must find the killer who has a mark on her thigh before it was too late. If his love is killed in this world she will truly be gone forever. He has to deal with the various gangs with the help of a newly acquired power which can stop time.

(Source: CrimsonSubs)","Drama, Fantasy, Mystery, Romance",Martial Arts,,Rocen,,https://myanimelist.net/anime/37938/Hua_Jianghu__Huan_Shi_Men_Sheng
37939,Lilitales,,リリテイルズ,ONA,4.0,Finished Airing,6.05,,9642,4170,10,"As a newly appointed knight of the royal family, Lunalie El Blanca must escort her lifelong friend, Princess Jill Grantz, in a pilgrimage to the ancient Shandora Ruins. All is well until a group of bandits ambushes Lunalie's company and kidnaps Jill. Returning to the Kingdom of Grantz as the sole survivor of the raid, Lunalie is summarily tortured and sentenced to death, accused of conspiring in the attack.

Suspecting Jill might have been captured by a slavery ring, Lunalie escapes her confinement and journeys east toward Ishtar—a treacherous city where countless lives are sold to the highest bidders. Indulging in nights of carnal pleasure to find the trail of her missing friend, the young knight soon uncovers evidence of a sinister individual who may be responsible for all the terrible things that have happened.

[Written by MAL Rewrite]",Hentai,,,Office TakeOut,,https://myanimelist.net/anime/37939/Lilitales
37940,Yatogame-chan Kansatsu Nikki,,八十亀ちゃんかんさつにっき,TV,12.0,Finished Airing,6.26,8631.0,4180,33713,13,"After growing up in Tokyo, high school student Jin Kaito moves to Nagoya where he meets Yatogame Monaka, a fellow student who puts her Nagoya dialect on full display. With her cat-like appearance and unvarnished Nagoya dialect, Yatogame won't open up to him at all. This popular local comedy is increasing the status of Nagoya through observation of the adorable Yatogame-chan! 

(Source: Crunchyroll)",Comedy,School,Shounen,Saetta,2019.0,https://myanimelist.net/anime/37940/Yatogame-chan_Kansatsu_Nikki
37941,Naengjang-go Nala Cocomong,Cocomong,냉장고 나라 코코몽,TV,26.0,Finished Airing,,20780.0,20571,279,0,"The cold air from the air circulation duct in the refrigerator turned the vegetables into animals: The pea pig brothers Dookong, Saekong, Naekong, mushroom-radish Hippo Doori, carrot-donkey Kaero, and cucumber-alligator Agle. They travel to Refrigerator Land (Cutie Land) through the air duct. They fall on egg-rabbit Aromi's flower garden! The animals help to fix and reorganize Aromi's flower garden which was damaged because of them.

They meet sausage-monkey Cocomong and set to learn about friendship, compassion, and responsibility together through playing.

(Source: Official YouTube Channel)",,,Kids,Olive Studio,2008.0,https://myanimelist.net/anime/37941/Naengjang-go_Nala_Cocomong
37942,Hello Cocomong,Hello Cocomong,헬로 코코몽,TV,13.0,Finished Airing,,18784.0,19894,318,1,"I can dance! I can sing! So, I can speak English! Hello Cocomong is a series of musical episodes teaching kids through song and dance. A large amount of episodes are aimed to teach English to Korean speaking children, though the intention is lost with the official English dub of the show.",,Music,Kids,,2010.0,https://myanimelist.net/anime/37942/Hello_Cocomong
37943,Cocomong 2,Cocomong 2,코코몽2,TV,26.0,Finished Airing,,17664.0,20836,262,0,The second season of Cocomong.,,,Kids,Olive Studio,2011.0,https://myanimelist.net/anime/37943/Cocomong_2
37944,Hello Cocomong 2,Hello Cocomong 2,헬로 코코몽2,TV,13.0,Finished Airing,,18785.0,21271,242,0,The second season of Hello Cocomong.,,Music,Kids,,2014.0,https://myanimelist.net/anime/37944/Hello_Cocomong_2
37945,Cocomong 3,Cocomong 3,코코몽3,TV,26.0,Finished Airing,,17665.0,20948,257,0,The third season of Cocomong.,,,Kids,Olive Studio,2015.0,https://myanimelist.net/anime/37945/Cocomong_3
37947,Rocket Dive,Rocket Dive,ROCKET DIVE,Music,1.0,Finished Airing,5.31,,19756,327,0,"Official music video for Exile Shokichi's song Rocket Dive from their new single titled ""Underdog."" The music video was included on a DVD during the single's launch and then later featured on Avex Inc.'s official YouTube channel.",,Music,,,,https://myanimelist.net/anime/37947/Rocket_Dive
37948,Hentatsu,,へんたつ,ONA,9.0,Finished Airing,5.31,12871.0,12033,2057,1,,Comedy,,,,,https://myanimelist.net/anime/37948/Hentatsu
37950,Ice Kuritarou (Movie),Ice Kuritaro,アイスくりたろう,Movie,3.0,Finished Airing,,19084.0,21783,214,0,Ice Kuritarou episodes made for and screened at 109 Cinemas during previews. It teaches movie theater etiquette.,,,Kids,,,https://myanimelist.net/anime/37950/Ice_Kuritarou_Movie
37951,Ice Kuritarou,Ice Kuritaro,アイスくりたろう,TV,49.0,Finished Airing,,19083.0,20147,303,0,"A short anime that airs within ""Enkame: That's Enka Tainment"" (and enka variety show) program on Asahi TV. It follows a cast of ice cream characters.",,,Kids,,2017.0,https://myanimelist.net/anime/37951/Ice_Kuritarou
37952,Shoumetsu Toshi,Afterlost,消滅都市,TV,12.0,Finished Airing,5.5,12326.0,2811,70563,62,"One day, a city suddenly disappears. Takuya, a professional by-the-contract courier and lone wolf, meets Yuki, the only survivor from the city's extinction. The two rely on a message from Yuki's father, who was heard to be missing, and head toward the disappeared city, Lost. 

However, unexpected obstacles strike before the pair, with the reality especially shocking for Yuki. Before them are the feelings of those left behind, a mysterious group manipulating in the shadows, and unveiling the hidden conspiracy. Takuya and Yuki, who both were initially strangers, would deepen their bond during the journey and unravel the mystery of the Lost city. 

(Source: MAL News)","Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",,,Madhouse,2019.0,https://myanimelist.net/anime/37952/Shoumetsu_Toshi
37954,Neo-Aspect,,Neo-Aspect,Music,1.0,Finished Airing,7.39,,10520,3183,7,Music video of the project band Roselia.,,Music,,SANZIGEN,,https://myanimelist.net/anime/37954/Neo-Aspect
37955,Mou Ichido Luminous,,もういちど ルミナス,Music,1.0,Finished Airing,6.49,,12370,1850,1,Music video of the project band Pastel＊Palettes.,,Music,,SANZIGEN,,https://myanimelist.net/anime/37955/Mou_Ichido_Luminous
37956,3D Kanojo: Real Girl 2nd Season,Real Girl Season 2,3D彼女 リアルガール(第2シーズン),TV,12.0,Finished Airing,7.67,1397.0,1294,202558,1230,"Teenage otaku Tsutsui is finally starting to feel comfortable in his relationship with his beautiful classmate Iroha, but the real world continues to make things tough for both of them. With the school cultural festival coming up, Tsutsui gets stuck working on the festival committee while Iroha's classmates pressure her to enter the beauty contest. Meanwhile, Tsutsui's best friend Itou finally works up the courage to confess his feelings to Ayado, but she turns him down. As Itou works to get over this rejection and Tsutsui struggles just to survive the festival, they both decide to do whatever they can to become better people. Will their good intentions pave the way to a happy outcome, or will more hearts be broken along the way?

(Source: ANN)",Romance,"Otaku Culture, School",Shoujo,Hoods Entertainment,2019.0,https://myanimelist.net/anime/37956/3D_Kanojo__Real_Girl_2nd_Season
