mal_id,title,combined_features,url
33422,Nyancos: Hello! Our Brilliant Future Digest,sci-fi space unknown unknown special recap of nyancos ova with added dialogue.,https://myanimelist.net/anime/33422/Nyancos__Hello_Our_Brilliant_Future_Digest
33429,Wingcle Bear Hamkkehaneun Lomentig Hwaiteudei,unknown unknown tuba unknown ona a short animation celebrating white day.,https://myanimelist.net/anime/33429/Wingcle_Bear_Hamkkehaneun_Lomentig_Hwaiteudei
33430,Oscar's Oasis,"comedy unknown tuba unknown tv oscar is a lizard living in a non-specific desert that has features from several different real deserts, like the sahara, kalahari desert, and north american deserts. an asphalt concrete highway runs through the area, used from time to time by various cargo trucks. oscar is generally searching for food or water; he sometimes discovers liquid, in bottles or elsewhere, but is usually frustrated from recovering it for drink. an oasis supplies the only fresh water in the area, but its thick population of irascible and hungry crocodiles renders it inaccessible. at considerable personal risk (lizard is a delicacy for chickens), oscar occasionally manages to steal an egg from a nearby hen coop, and he sometimes explores one of the piles of trash that litter the parched landscape. popy, a fennec fox; buck, a vulture; and harchi, a hyena, inhabit a derelict school bus situated on a neighboring hill, but they mostly race about on a cast-off warehouse or grocery cart powered by harchi and directed by popy. like oscar, the trio constantly search for food and water - often competing with him, sometimes abusing him as a means, but occasionally cooperating with him when it suits their purpose. the main characters often find themselves falling off cliffs a la wile e. coyote chasing the road runner, wherein the law of gravity is briefly suspended while the character comes to realize their imminent doom.

(source: wikipedia)",https://myanimelist.net/anime/33430/Oscars_Oasis
33431,Vicky and Johnny,"comedy unknown tuba kids tv the series follows vicky and johnny, two exuberant children who become involved in several boy vs. girl matches.",https://myanimelist.net/anime/33431/Vicky_and_Johnny
33433,Shuumatsu no Izetta,"action__fantasy historical__military__urban_fantasy ajia-do unknown tv after germania invaded a neighboring country in 1939, europe spiraled into a devastating war. during the war, germania set its sights on the weak alpine country of elystadt. boasting a far superior military and having achieved profuse success earlier in the war, it was expected that germania would conquer elystadt with ease.

matters are only made worse for the small country when germanian soldiers capture their princess, ortfiné ""finé"" fredericka von eylstadt, as she is heading to a crucial meeting with britannia. yet, when a concurrent germanian transport mission goes awry, izetta, the last witch alive, escapes. when she recognizes princess finé from her childhood, izetta rescues her from the germanian soldiers by making use of her magical abilities. now reunited with the princess, izetta pledges to protect elystadt from germania, and with the last surviving witch on their arsenal, elystadt hopes to turn the tides against the imperialist war giant. 

[written by mal rewrite]",https://myanimelist.net/anime/33433/Shuumatsu_no_Izetta
33434,Heybot!,"comedy__sci-fi parody bandai_namco_pictures kids tv the anime takes place on the screw-shaped island country of nejigajima and follows the two ""bokyabots"" hebot and the yurui prince nejiru as they collect different ""bokya neji"" screws. when the bokyabots wear the bokya neji screws on their heads, they're able to compete in ""bokya battles,"" battles for who can think up and tell the best jokes.

(source: ann)",https://myanimelist.net/anime/33434/Heybot
33438,Walking Meat,"action__supernatural unknown sublimation unknown movie humanity has grown a taste for zombies. stewed, sautéed, or squeezed.

in an alternate world, the japanese corporation flesh inc. has managed to create zombies on domestic soil during the roaring sixties (the years of the economic boom) using voodoo techniques imported from africa, and it has built a fortune thereafter by selling zombie products of all kind: instant noodles, soft drinks, hamburgers, pet food, and cosmetics.

but when a trio of self-centered millennials on their first workday get trapped inside a fully automated zombie farm with their old-school technotard supervisor and a horde of undead running amok, overcoming generation gaps becomes a matter of survival.

(source: production i.g)",https://myanimelist.net/anime/33438/Walking_Meat
33443,Luo Xiao Hei Zhan Ji,"comedy__supernatural unknown hmch unknown ona the story begins on a rainy night, when a homeless little black cat is brought home by a young girl luo xiaobai. she names the cat luo xiao hei. however, luo xiao hei is no ordinary cat: he is a supernatural entity that hosts several small creatures called heixiu. as luo xiao hei new life soon threatened by the mysterious diting, who commands three winged wolves.

(source: asiatvforum.com, edited)",https://myanimelist.net/anime/33443/Luo_Xiao_Hei_Zhan_Ji
33446,Huyao Xiao Hongniang: Yue Hong,comedy__romance__supernatural historical haoliners_animation_league unknown ona third season of huyao xiao hongniang.,https://myanimelist.net/anime/33446/Huyao_Xiao_Hongniang__Yue_Hong
33447,Piace: Watashi no Italian,"gourmet__slice_of_life workplace zero-g unknown tv while on her summer break, morina nanase starts a new part-time job as a waitress at trattoria festa, an italian restaurant. finding the restaurant adorable and coincidentally close to her house, morina quickly settles into her new profession.

however, her new job comes with several eccentric co-workers and italian dishes she has never heard of. the restaurant's typical fare includes a variety of pasta dishes such as penne arrabbiata, rich dessert such as tiramisu, and even caponata. join morina in her restaurant adventures as she gets to know her co-workers and serves the best italian cuisine to her customers with a smile.

[written by mal rewrite]",https://myanimelist.net/anime/33447/Piace__Watashi_no_Italian
33449,Moving Colors,avant_garde unknown unknown unknown movie an animated short film produced by past students of taku furukawa based on colors.,https://myanimelist.net/anime/33449/Moving_Colors
33454,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kankichi Saigo no Hi,"comedy__mystery adult_cast__detective gallop shounen tv_special the typical kochikame plot involves ryo-san coming up with a money-making scheme by inventing a new gadget or capitalizing on a fad, achieving great success, calling on nakagawa's help as things turn sour, and finally losing it all as the fad runs out of steam or out of control. while the plots are gag-driven, much of the humor comes from the juxtaposition of mundane characters with the bizarrely incongruous (nakagawa's wealth, maria's appeal, everyone's lack of actual police work), most of which is never explained or rationalized in the slightest. 

(source: wikipedia)",https://myanimelist.net/anime/33454/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__The_Final_-_Ryoutsu_Kankichi_Saigo_no_Hi
33455,Kakushigoto PV,comedy unknown shaft shounen pv a promotional video advertising the release of the first kakushigoto manga volume.,https://myanimelist.net/anime/33455/Kakushigoto_PV
33456,Fate/kaleid liner Prisma☆Illya 3rei!! Specials,comedy__ecchi mahou_shoujo silver_link. unknown special specials included with the bd/dvd releases.,https://myanimelist.net/anime/33456/Fate_kaleid_liner_Prisma☆Illya_3rei_Specials
33457,Gakuen Handsome Special,boys_love__comedy parody__school team_yokkyufuman unknown special unaired episode 12.5 included with the blu-ray disc/dvd release.,https://myanimelist.net/anime/33457/Gakuen_Handsome_Special
33462,Bernard-jou Iwaku.,"comedy school creators_in_pack unknown tv ​sawako machida—or ""miss bernard,"" as she prefers to be called—can frequently be found in the school library with a book in hand. whether or not she has read it, however, is another matter entirely. in her own words, sawako finds it too much work to actually read, and would rather just make others believe she spends a lot of time reading. but in the same library where she constantly hangs out, there are other students who love books and are quite upset with her disdainful approach to reading their favorite titles.

as she pretends to read and discuss great literary works amid eccentric book lovers, sawako finds herself learning something after all, as well as making new friends along the way.

[written by mal rewrite]",https://myanimelist.net/anime/33462/Bernard-jou_Iwaku
33465,Hong Haier: Juezhan Huoyanshan,"action__adventure__comedy__fantasy mythology wang_film_productions unknown movie the story is about the chinese tang monk called tripitaka who leads his fairy animal neophytes monkey, pigsy, sandy, and horse on a long journey to india in search of the ""script of wisdom and truth"". along the journey, they come to a place constantly in flames called flame mountain.

(source: anidb)",https://myanimelist.net/anime/33465/Hong_Haier__Juezhan_Huoyanshan
33473,Tokyo Futago Athletic,"comedy__sports unknown ripromo unknown tv having cleared the preliminaries, twenty-four pairs of twins face gargantuan challenges on an enormous athletic field. on this man-made island in tokyo bay, the bonds between twins are pushed to the limit in the ultimate athletic tournament!

the tournament consists of three insanely difficult obstacle courses. teamwork and human drama are forged within these grueling challenges.

participants are limited to twins, but exactly what constitutes a ""twin"" is unclear, resulting in some unusual pairings. in the past, controversial appearances have included clones, adopted siblings, or triplets in shifts.

(source: official website)",https://myanimelist.net/anime/33473/Tokyo_Futago_Athletic
33474,Haha wo Tazunete Sanzenri (Movie),"adventure__drama__slice_of_life historical nippon_animation unknown movie a compilation film of the haha wo tazunete sanzenri series. due to a box office slump, the film aired only for 1 week in theaters.",https://myanimelist.net/anime/33474/Haha_wo_Tazunete_Sanzenri_Movie
33475,Busou Shoujo Machiavellianism,"action__comedy__ecchi harem__martial_arts__school silver_link.__connect shounen tv when aichi coexistence academy converted from all-girls to a coed model, the female students were so concerned about male misbehavior that they armed themselves! now the school is ruled by the lovely but lethal supreme five swords, and the boys are forced to dress and act like girls or suffer the razor sharp points of the swords' anger.

unfortunately for the swords, new transfer student fudo nomura thinks that sounds like a total drag, and he might just have the martial arts chops and rapier wit needed to slash through the swords' defenses and carve a new niche for himself in their feisty feminine hearts!

(source: sentai filmworks, edited)",https://myanimelist.net/anime/33475/Busou_Shoujo_Machiavellianism
33478,UQ Holder! Mahou Sensei Negima! 2,"action__fantasy__sci-fi unknown j.c.staff shounen tv touta konoe is an ordinary boy raised in a small rural town. his mundane life suddenly changes when his mentor, yukihime, reveals herself to be a vampire; after saving touta from a mortal wound, she causes him to become immortal as well.

already yearning to explore the world, young touta finally puts his dream to ascend to the top of amanomihashira—a tower that leads to outer space—into realization. along the way, he finds a secret society filled with immortals just like him called ""uq holders."" gaining new comrades and mentorship along the way, touta embarks on his own unique, magical adventure.

[written by mal rewrite]",https://myanimelist.net/anime/33478/UQ_Holder_Mahou_Sensei_Negima_2
33479,Muzumuzu Eighteen,slice_of_life unknown unknown unknown tv ,https://myanimelist.net/anime/33479/Muzumuzu_Eighteen
33480,Wakuwaku Koma-chan,"adventure unknown dwarf kids ona the curious kitty and friends is a preschool stop-motion animated show, where we will join the upbeat and colorful adventures of kitty cat komaneko as she explores the wonderful world with her friends mimmi bear, radibo, and yeti. with her trusty video camera and knapsack in tow, creative and curious komaneko makes her own movies,usually starring her two favorite dolls, wink and ink. 

(source: amazon)",https://myanimelist.net/anime/33480/Wakuwaku_Koma-chan
33484,Shiroi Zou,"action historical gakken_eigakyoku kids movie a matsue jinbo production of the classic ""white elephant"" story where a kind white elephant is tricked into helping a human who leads others back so the elephant would be captured.",https://myanimelist.net/anime/33484/Shiroi_Zou
33485,Naita Aka Oni,"unknown mythology unknown kids movie an adaptation of the classic japanese ""red oni, blue oni"" tale.",https://myanimelist.net/anime/33485/Naita_Aka_Oni
33486,Boku no Hero Academia 2nd Season,"action school__super_power bones shounen tv at ua academy, not even a violent attack can disrupt their most prestigious event: the school sports festival. renowned across japan, this festival is an opportunity for aspiring heroes to showcase their abilities, both to the public and potential recruiters.

however, the path to glory is never easy, especially for izuku midoriya—whose quirk possesses great raw power but is also cripplingly inefficient. pitted against his talented classmates, such as the fire and ice wielding shouto todoroki, izuku must utilize his sharp wits and master his surroundings to achieve victory and prove to the world his worth.

[written by mal rewrite]",https://myanimelist.net/anime/33486/Boku_no_Hero_Academia_2nd_Season
33487,Masamune-kun no Revenge,"comedy__romance harem__school silver_link. shounen tv when masamune makabe was a child, he was rejected by a rich, beautiful girl named aki adagaki, who gave him the nickname ''piggy'' for being overweight. devastated, masamune put great effort into working out to improve his appearance. now a handsome yet narcissistic high school student, masamune is determined to exact revenge—he will have aki fall madly in love with him and ultimately reject her the next time they meet.

to his surprise, masamune discovers he has transferred into aki's school. setting his plan into motion, masamune first begins to form a relationship with the ''brutal princess'' but, despite his efforts, fails miserably at his initial attempts. shockingly, when masamune finally progresses towards his vengeance, he receives a mysterious letter addressing him by his old nickname. unless masamune discovers the sender's identity, his plan is doomed before it even starts!

[written by mal rewrite]",https://myanimelist.net/anime/33487/Masamune-kun_no_Revenge
33489,Little Witch Academia (TV),"adventure__comedy__fantasy school trigger unknown tv ""a believing heart is your magic!""—these were the words that atsuko ""akko"" kagari's idol, the renowned witch shiny chariot, said to her during a magic performance years ago. since then, akko has lived by these words and aspired to be a witch just like shiny chariot, one that can make people smile. hence, even her non-magical background does not stop her from enrolling in luna nova magical academy.

however, when an excited akko finally sets off to her new school, the trip there is anything but smooth. after her perilous journey, she befriends the shy lotte yansson and the sarcastic sucy manbavaran. to her utmost delight, she also discovers chariot's wand, the shiny rod, which she takes as her own. unfortunately, her time at luna nova will prove to be more challenging than akko could ever believe. she absolutely refuses to stay inferior to the rest of her peers, especially to her self-proclaimed rival, the beautiful and gifted diana cavendish, so she relies on her determination to compensate for her reckless behavior and ineptitude in magic.

in a time when wizardry is on the decline, little witch academia follows the magical escapades of akko and her friends as they learn the true meaning of being a witch.

[written by mal rewrite]",https://myanimelist.net/anime/33489/Little_Witch_Academia_TV
33490,Kaitou Joker 4th Season,"adventure__comedy__mystery unknown shin-ei_animation kids tv fourth season in the kaitou joker anime series.

the thief mysterious joker doesn't just steal things. an audacious and elusive miracle-maker, he travels the world searching for treasure with his partner and cook hachi. as they circle the globe, they must avoid traps set by the police and compete in various competitions to reach their final goal, the timeslip treasure.

(source: ann)",https://myanimelist.net/anime/33490/Kaitou_Joker_4th_Season
33491,"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",slice_of_life iyashikei 8bit shoujo special an unaired episode 8.5 included with the third bd/dvd release.,https://myanimelist.net/anime/33491/Shounen_Maid__Onna_wa_Dokyou_Otoko_wa_Aikyou
33493,Promised Town,"action__sci-fi mecha unknown unknown ona year 20xx 
w.i , inc. has developed a humanoid weapon with high combat performance and advanced artificial intelligence (clone-type robot), plotting a world invasion using those robots for war.

luka, a clone-type robot, awakens and feels a strong urge to reunite with kento, who was remodeled as the clone-type robot z1.

(source: official site)",https://myanimelist.net/anime/33493/Promised_Town
33498,Ganbare! Kickers Specials,comedy__drama__sports team_sports pierrot kids special the 24-26th episodes aired as a special the following year by itself.,https://myanimelist.net/anime/33498/Ganbare_Kickers_Specials
33499,Ganbare! Kickers: Bokutachi no Densetsu,comedy__drama__sports team_sports pierrot kids ova a recap episode of ganbare! kickers.,https://myanimelist.net/anime/33499/Ganbare_Kickers__Bokutachi_no_Densetsu
33500,Acerola-chan,comedy unknown dle unknown ona nichirei foods' mascot acerola-chan gets her own web anime.,https://myanimelist.net/anime/33500/Acerola-chan
33501,Go Go Smile Anime,comedy music dle unknown special a music anime made for cbc's go go! smile! tv program.,https://myanimelist.net/anime/33501/Go_Go_Smile_Anime
33502,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,"drama__fantasy__romance__sci-fi unknown satelight__c2c unknown tv putting his life on the line, willem kmetsch leaves his loved ones behind and sets out to battle a mysterious monster, and even though he is victorious, he is rendered frozen in ice. it is during his icy slumber that terrifying creatures known as ""beasts"" emerge on the earth's surface and threaten humanity's existence. willem awakens 500 years later, only to find himself the sole survivor of his race as mankind is wiped out.
 
together with the other surviving races, willem takes refuge on the floating islands in the sky, living in fear of the beasts below. he lives a life of loneliness and only does odd jobs to get by. one day, he is tasked with being a weapon storehouse caretaker. thinking nothing of it, willem accepts, but he soon realizes that these weapons are actually a group of young leprechauns. though they bear every resemblance to humans, they have no regard for their own lives, identifying themselves as mere weapons of war. among them is chtholly nota seniorious, who is more than willing to sacrifice herself if it means defeating the beasts and ensuring peace.
 
willem becomes something of a father figure for the young leprechauns, watching over them fondly and supporting them in any way he can. he, who once fought so bravely on the frontlines, can now only hope that the ones being sent to battle return safely from the monsters that destroyed his kind.

[written by mal rewrite]",https://myanimelist.net/anime/33502/Shuumatsu_Nani_Shitemasu_ka_Isogashii_desu_ka_Sukutte_Moratte_Ii_desu_ka
33505,Tsumamigui 3 The Animation,"hentai unknown t-rex unknown ova akito natsuki decides to spend his one month long summer holiday in his home town after his workplace closes down for renovations. with no money and nothing to do he decides to take it easy. 

at home miyuri, his sister-in-law he was once fond of, and sayoko who always treated him like her own son, were waiting for him. akito tried to hide his feelings as always and acted out the part of the brother-in-law, but after a slip of the tongue his real feelings are revealed. then his stagnant relationships with miyuki and sayoko start to develop again, and eventually he gets deeply involved with them.

(source: myfigurecollection)",https://myanimelist.net/anime/33505/Tsumamigui_3_The_Animation
33506,Ao no Exorcist: Kyoto Fujouou-hen,"action__supernatural mythology__school a-1_pictures shounen tv the exwire of true cross academy are beset with shock and fear in the aftermath of discovering that one of their own classmates, rin okumura, is the son of satan. but for the moment, they have more pressing concerns than that of rin's parentage: the left eye of the impure king, a powerful demon, has been stolen from the academy's deep keep. after an attempt is made to steal the right eye in kyoto as well, rin and the other exwires are sent to investigate the mystery behind the impure king and the ultimate goal of the thief.

while this mission has them cooperating for the time being, rin has never felt more distant from his fellow exorcists. in his attempt to reconcile with them, he undergoes specialized training to control his dark power. however, when the right eye is stolen not long after their arrival, the unthinkable threat of a traitor amongst them leaves them in need of all the power they can get.

[written by mal rewrite]",https://myanimelist.net/anime/33506/Ao_no_Exorcist__Kyoto_Fujouou-hen
33508,Si Ling Bianma: Shijie Caozong Zhe,"fantasy__horror__mystery parody__psychological__video_game foch_film unknown ona “ghost” is an online mobile game that ye yinyi always dreamed of completing, and to that end, has poured his blood and tears into it, even missing a date with his girlfriend. however, he learns about an alarming monster attack on a young woman near his house, a photograph of which shows the monster to bear a resemblance to the monster he designed. why is the world of his mobile game appearing in real life?",https://myanimelist.net/anime/33508/Si_Ling_Bianma__Shijie_Caozong_Zhe
33512,Animegatari x Koukaku Kidoutai Collab Eizou,comedy__sci-fi unknown unknown unknown pv a collaboration video between animegatari and the ghost in the shell film made to promote the film.,https://myanimelist.net/anime/33512/Animegatari_x_Koukaku_Kidoutai_Collab_Eizou
33513,Ansatsu Kyoushitsu: 365-nichi no Jikan,"action__comedy school lerche shounen movie a year can change a person's life forever. the 365 days class 3-e of kunugigaoka junior high spent with their eccentric teacher, koro-sensei, certainly did. carrying the memories of that year close to their hearts, alumni nagisa shiota and karma akabane return to their former classroom to recall the events of that momentous time of their lives.

nagisa and karma are reminded by the familiar rooms, desks, chalkboard, and the class album of the events that shaped them into ""assassins"" and prepared them for the real world. that is the legacy of their octopus-like teacher—who had introduced himself by threatening to destroy the world if they didn't kill him by the end of the school year—and the time spent in the bizarre yet exceptional ""assassination classroom.""

[written by mal rewrite]",https://myanimelist.net/anime/33513/Ansatsu_Kyoushitsu__365-nichi_no_Jikan
33514,Nama Lo Re: Furachimono The Animation,hentai unknown studio_1st unknown ova an adaptation of the one-shot furachimono by akazawa red.,https://myanimelist.net/anime/33514/Nama_Lo_Re__Furachimono_The_Animation
33515,Misuzu: Ikenai Koto,hentai unknown studio_9_maiami unknown ova an adaptation of yuu mizuhara's ikenai koto manga.,https://myanimelist.net/anime/33515/Misuzu__Ikenai_Koto
33519,Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,"action__fantasy__horror__suspense gore__historical__survival wit_studio unknown movie during an era of rapid industrial growth, humanity is beset by the emergence of a mysterious virus, capable of turning humans into mindless creatures called ""kabane."" with a desire for nothing but human flesh, these undead beings can only be killed by destroying their hearts—which are encased in a cage of unyielding iron.

faced with such a dire situation, the surviving population has retreated into fortified cities known as ""stations."" isolated from the surroundings by massive moats and towering walls, the only contact with the outside world and other stations is via a drawbridge for armored ""hayajiro"" trains. at aragane station, ikoma works as a steamsmith to maintain the city's active transportation. despite his role, he is angered by mankind's cowardice and inability to repel the kabane.

utilizing his free time and knowledge as an engineer, ikoma has created a new weapon to ward off the horde. an opportunity to test it presents itself when the kabane invade aragane station, yet this encounter will prove to be much more than just a trial run for ikoma.

[written by mal rewrite]",https://myanimelist.net/anime/33519/Koutetsujou_no_Kabaneri_Movie_1__Tsudou_Hikari
33520,Koutetsujou no Kabaneri Movie 2: Moeru Inochi,action__fantasy__horror__suspense gore__historical__survival wit_studio unknown movie compilation film of the second half of the tv series.,https://myanimelist.net/anime/33520/Koutetsujou_no_Kabaneri_Movie_2__Moeru_Inochi
33522,Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuu Anzen,unknown educational unknown shounen cm a collaboration ad campaign between yowamushi pedal and chiba prefecture about bicycle safety.,https://myanimelist.net/anime/33522/Chiba_Pedal__Yowamushi_Pedal_to_Manabu_Jitensha_Koutsuu_Anzen
33523,Boku wa Koko de Ikiteiku,unknown music echoes kids music a minna no uta music video for american-born singer chris hart's 5th single boku wa koko de ikiteiku.,https://myanimelist.net/anime/33523/Boku_wa_Koko_de_Ikiteiku
33524,Sakamoto desu ga? Sakamoto deshita?,"comedy gag_humor__school studio_deen seinen special sakamoto has it all: he is handsome, he excels at his studies, and there is no situation he cannot handle with style. not having lost their admiration for him, sakamoto's former classmates recall the days when he graced the halls of their school before moving to america. as they imagine his life abroad, they figure that there is only one place suitable for their perfect friend—nasa. it seems that even in his absence, sakamoto continues to enchant all who were lucky enough to meet him.

[written by mal rewrite]",https://myanimelist.net/anime/33524/Sakamoto_desu_ga_Sakamoto_deshita
33525,Tokyo 2164,"sci-fi unknown echoes unknown ona in commemoration of the 150th year of its business, j.walter thompson japan office created a 3d animation short film. this is a christmas story for december, when the anniversary event took place.

the story theme is “tokyo after 150 years.” it is a systemized, innocuous world with hopes and dreams taken away. even santa clause is persecuted and does not exist.

however, santa clause makes a comeback by many children’s wishes, and the world regains its shine again. in the end, there is a copy “dreams to people in next 150 years. keep pioneering. jwt tokyo”

through the near-future santa clause, it expresses the will of the j. walter thompson japan to never forget pioneering spirit at any time and create a world with hopes and dreams through communication.

(source: official website)",https://myanimelist.net/anime/33525/Tokyo_2164
33526,Choco to Watashi,unknown music echoes kids music junko yagami's performance of choco to watashi for nhk's minna no uta program.,https://myanimelist.net/anime/33526/Choco_to_Watashi
33527,Kubbe no Ongakukai,"fantasy music unknown unknown ona a pv for johnsen kubbe's picture book that was released on october 15, 2014 in japan. a second unique pv was created for the picture book's 2nd edition release.",https://myanimelist.net/anime/33527/Kubbe_no_Ongakukai
33528,Kubbe Kort Animasjon,"fantasy unknown echoes unknown ona johnsen kubbe's picture book adaptation. each story is split into two videos titled ""prequel"" and ""sequel"" for a total of 24 episodes.",https://myanimelist.net/anime/33528/Kubbe_Kort_Animasjon
33529,Kubbe PV Full ver.,fantasy unknown echoes unknown pv an extended pv promoting the upcoming ona series of kubbe kort animasjon. almost no footage in this pv was used in the 24 episode ona series and remains unique to this pv.,https://myanimelist.net/anime/33529/Kubbe_PV_Full_ver
33531,Juushinki Pandora,"sci-fi mecha satelight unknown tv the series is set in a near-future world where the boundary between human being and ai is vague. a rapid biological evolution, similar to ""cambrian explosion,"" is caused by one incident. this incident turns into the genesis of a new jostle for supremacy, and the influence of the evolution goes beyond biological framework and spreads to various kinds of materials and technologies. the era of massive evolution involving diverse existences, such as human, machines, and biotechnologies, is coming. characters fight an existential war in such a world.

(source: ann)",https://myanimelist.net/anime/33531/Juushinki_Pandora
33532,Twin Angel Break,"fantasy mahou_shoujo j.c.staff unknown tv amatsuki meguru is a girl who innocently aspires to be a hero of justice and the cool kisaragi sumire who grew up in the strict kisaragi household... the two girls who are in their 3rd year of middle school end up getting orders from a mysterious hedgehog named miruku-chan and turn into twin angels in order to fight evil! meguru is always cheerful but sometimes a bit too forceful. meanwhile, sumire isn't accustomed with being around others. despite their differences, as they work together, they start opening up to each other.

(source: crunchyroll)",https://myanimelist.net/anime/33532/Twin_Angel_Break
33533,Tokyo Onlypic,comedy__sports parody echoes unknown movie an omnibus film depicting 15 fictional sports events created by different directors. onlypic stands for only + pictures (video).,https://myanimelist.net/anime/33533/Tokyo_Onlypic
33534,Curly,"comedy unknown echoes unknown ona the place is kyoto, japan.
the bride has a mishap just before the wedding ceremony.
her father and mother get into a panic, her younger sister runs around, and her pet just sits still.
this is a story of a family.

(source: official youtube channel)",https://myanimelist.net/anime/33534/Curly
33535,Runningman,slice_of_life music echoes unknown ona a father works hard for the family. due to being overweight and not fitting on the couch with his wife and daughter he sets out to lose weight.,https://myanimelist.net/anime/33535/Runningman
33536,Fly,fantasy unknown echoes unknown ona a fantasy-like short where 3 humanoids meet a mystical cube in a chamber and develop different ways of flight.,https://myanimelist.net/anime/33536/Fly
33537,My Home,slice_of_life music echoes unknown ona three men build their dream home from scraps for fun only to have it taken away.,https://myanimelist.net/anime/33537/My_Home
33541,Bishoujo Yuugi Unit Crane Game Girls Galaxy,"comedy__sci-fi space__strategy_game kyotoma unknown tv after utilizing the power of crane games to protect earth from certain destruction by asteroids, the crane game girls successfully become the planet's most popular idol group. however, their success is bittersweet when their manager, saya, disappears on the day of their fateful final mission.

one day, an earth invasion idol group known as dark cherry interrupts a live show and challenges the crane game girls to a battle. to make matters worse, saya has reappeared as dark cherry's manager! as the group prepares to face off against their new foes, they begin to unravel the secrets of saya's betrayal and the reasons behind the sudden invasion from planet dark gorilla.

[written by mal rewrite]",https://myanimelist.net/anime/33541/Bishoujo_Yuugi_Unit_Crane_Game_Girls_Galaxy
33542,Mameshiba Gakuen,comedy school unknown unknown special mameshiba commercials in a high school setting where edamame gives life advice to turbulent teens.,https://myanimelist.net/anime/33542/Mameshiba_Gakuen
33543,Tanahashi Hiroshi X Mameshiba Pro Wrestling,"comedy__sports unknown unknown unknown cm a collaboration between new japan pro wrestling, inc. and mameshiba.",https://myanimelist.net/anime/33543/Tanahashi_Hiroshi_X_Mameshiba_Pro_Wrestling
33544,InaDan Movie x Mameshiba Collab CM,comedy__sports team_sports unknown kids cm collaboration commercials between the inazuma eleven go vs. danball senki w movie and mameshiba.,https://myanimelist.net/anime/33544/InaDan_Movie_x_Mameshiba_Collab_CM
33545,Henna Omamesan,comedy parody unknown unknown tv_special japanese comedian ken shimura plays his tv character henna ojisan in this mameshiba collaboration commercial as henna omamesan.,https://myanimelist.net/anime/33545/Henna_Omamesan
33546,Monster Strike: Mermaid Rhapsody,"action__fantasy video_game studio_hibari__ultra_super_pictures unknown ona minami's father, a former mercenary, is invited to an american naval party. ren and the gang end up heading to okinawa with him for summer break. on a sandy beach, ren meets a mysterious girl.""help me..."" the girl leaves ren with those words as she disappears.ren is drawn to the girl and the meaning of those words. he makes it his mission to save her, and uncover the truth. who is the girl? why did she ask ren for help? the girl's true identity slowly unveils...

(source: youtube)",https://myanimelist.net/anime/33546/Monster_Strike__Mermaid_Rhapsody
33547,Mameshiba x Gaist Crusher Collab CM,"comedy__fantasy parody unknown unknown cm a collaboration commercial between gaist crusher and mameshiba. in it, rekka, hayato, kurama, and shiren are wearing their gaist gear. rekka opens a bentou and finds mameshiba versions of themselves. the shibas tell them that space stations are really stinky because of astronauts farting. rekka proceeds to not care and eat one of the shibas while hayato, kurama and shiren look at him in disgust.",https://myanimelist.net/anime/33547/Mameshiba_x_Gaist_Crusher_Collab_CM
33548,Babyshiba,"comedy unknown unknown unknown special the mameshiba family has grown with their infant counterparts.

contains:
2 babyshiba fruits commercials
2 babyshiba sweets commercials
2 babyshiba claymation commercials
1 babyshiba fruits claymation commercial",https://myanimelist.net/anime/33548/Babyshiba
33549,Mame-Mofu Collab Animation,comedy unknown unknown unknown ona a net anime collaboration between mameshiba and mofu☆mofu at a summer festival during a goldfish scoop game.,https://myanimelist.net/anime/33549/Mame-Mofu_Collab_Animation
33550,Bic Contact X Mameshiba Collab CM,"comedy unknown unknown unknown cm a collaboration between bic camera's new contact lens company ""bic contact"" and mameshiba. lentil exchanges his glasses for contacts that give him shoujo-eyes.",https://myanimelist.net/anime/33550/Bic_Contact_X_Mameshiba_Collab_CM
33551,Mameshi-Pamyu-Pamyu,"comedy parody unknown unknown special a commercial for kyary pamyu pamyu's collaboration with mameshiba. the mameshiba are unique and have legs unlike the originals.

contains:
1 rollerskating-hen (set to kyary's minna no uta song)
6 ii nikui-hen (featuring new jersey, missouri, ohio, bermuda, new york-japanese, and massachusetts-english as the joke/pun at the end of each episode.)
1 hatachi-hen (a clip of kyary's hatachi song with the new animated mameshiba incorporated into it with new dialogue overlayed.)
1 debut-hen (a clip of kyary's tsukematsukeru song with the new animated mameshiba incorporated into it with new dialogue overlayed.)",https://myanimelist.net/anime/33551/Mameshi-Pamyu-Pamyu
